id,category
608,tv_bench
609,closets_wardrobes_cabinets
610,closets_wardrobes_cabinets
611,closets_wardrobes_cabinets
612,shelves
613,closets_wardrobes_cabinets
614,closets_wardrobes_cabinets
615,dresser
616,tv_bench
617,tv_bench
618,tv_bench
620,plants
621,curtain
622,curtain
623,plants
624,plants
625,curtain
626,chandelier
627,chandelier
628,chandelier
629,chandelier
63,sofa
630,chandelier
631,chandelier
632,chandelier
633,chandelier
634,plants
635,pool
636,chandelier
637,plants
638,closets_wardrobes_cabinets
639,closets_wardrobes_cabinets
64,sofa
640,trash_can
641,recreation
645,sofa
646,armchair
647,ottoman
648,bathroom_stuff
649,chandelier
650,fan
651,toys
652,kitchen_cabinet
653,kitchen_cabinet
654,dinning_table
655,dinning_table
656,dinning_table
657,kitchen_cabinet
658,kitchen_cabinet
659,hanging_kitchen_cabinet
660,hanging_kitchen_cabinet
661,kitchen_appliance
662,kitchen_cabinet
663,kitchen_cabinet
664,dinning_table
665,kitchen_cabinet
666,kitchen_cabinet
667,hanging_kitchen_cabinet
668,hanging_kitchen_cabinet
669,kitchen_cabinet
67,armchair
670,kitchen_cabinet
671,kitchen_cabinet
672,kitchen_cabinet
673,kitchen_cabinet
674,shelves
675,dinning_table
676,dinning_table
677,office_chairs
678,kitchenware
679,paintings
680,paintings
681,paintings
682,bench_chair
683,table_lamp
684,table_lamp
685,table_lamp
686,recreation
687,pets
688,pets
689,pets
69,armchair
690,sofa
691,outdoor_lamp
692,sofa
693,armchair
694,workplace
695,workplace
696,table_and_chair
697,table_and_chair
698,table_and_chair
699,table_and_chair
70,armchair
700,sofa
701,table_and_chair
702,pool
703,outdoor_rest
704,outdoor_rest
705,table_and_chair
706,outdoor_rest
707,outdoor_rest
708,outdoor_rest
709,chair
71,coffee_table
710,chair
711,chair
712,chair
713,coffee_table
714,coffee_table
715,coffee_table
716,coffee_table
717,plants
718,plants
719,plants
720,plants
721,plants
722,fences_gate
723,plants
724,plants
725,plants
726,plants
727,plants
728,plants
729,pool
73,door
730,pool
731,plants
732,plants
733,plants
734,plants
735,plants
736,plants
737,plants
738,plants
739,plants
74,wash_basins
740,plants
741,plants
742,plants
743,outdoor_rest
744,outdoor_rest
745,sofa
746,outdoor_rest
747,curtain
748,curtain
749,outdoor_rest
75,double_bed
750,curtain
751,curtain
752,windows
753,windows
754,windows
755,windows
756,door
757,door
758,door
759,door
760,door
761,door
762,door
763,door
764,door
765,door
766,door
767,windows
768,door
769,door
77,double_bed
770,door
771,windows
773,closets_wardrobes_cabinets
775,fences_gate
776,fences_gate
777,fences_gate
778,arch
779,arch
78,single_bed
780,arch
781,paintings
782,stair
783,stair
784,stair
785,stair
786,plants
79,wash_basins
797,idk
80,bathtub
81,bathtub
82,bathtub
83,toilet
85,household_appliance-washer
86,kitchen_cabinet
87,wash_basins
88,chair
89,chair
90,chair
91,chair
92,kitchen_cabinet
93,tv_bench
94,kitchen_cabinet
95,shelves
97,shelves
98,dresser
99,kitchen_cabinet
s__1000,stand
s__1001,closets_wardrobes_cabinets
s__1002,dresser
s__1003,coffee_table
s__1004,coffee_table
s__1005,coffee_table
s__1006,coffee_table
s__1007,coffee_table
s__1008,coffee_table
s__1009,coffee_table
s__1010,coffee_table
s__1011,coffee_table
s__1012,coffee_table
s__1013,coffee_table
s__1014,coffee_table
s__1015,coffee_table
s__1016,coffee_table
s__1017,chair
s__1018,coffee_table
s__1019,chair
s__1020,desk
s__1021,desk
s__1022,desk
s__1023,desk
s__1024,wall_lamp
s__1025,chandelier
s__1026,table_lamp
s__1027,chandelier
s__1028,wall_lamp
s__1029,kitchen_cabinet
s__1030,kitchen_cabinet
s__1031,kitchen_cabinet
s__1032,kitchen_cabinet
s__1033,kitchen_cabinet
s__1034,kitchen_cabinet
s__1035,kitchen_cabinet
s__1036,kitchen_cabinet
s__1037,coffee_table
s__1038,chair
s__1039,chair
s__1040,chair
s__1041,kitchen_set
s__1042,kitchen_set
s__1043,kitchen_set
s__1044,kitchen_set
s__1045,kitchen_set
s__1046,kitchen_set
s__1047,kitchen_set
s__1048,kitchen_set
s__1049,kitchen_set
s__1050,kitchen_set
s__1051,kitchen_cabinet
s__1052,kitchen_cabinet
s__1053,kitchen_cabinet
s__1054,kitchen_cabinet
s__1055,kitchen_cabinet
s__1056,kitchen_cabinet
s__1057,kitchen_cabinet
s__1058,kitchen_appliance
s__1059,chandelier
s__1060,kitchen_appliance
s__1061,shelves
s__1062,chair
s__1063,hanging_kitchen_cabinet
s__1064,kitchen_cabinet
s__1065,kitchen_set
s__1066,kitchen_cabinet
s__1067,sofa
s__1068,stand
s__1069,chandelier
s__1070,chandelier
s__1071,chandelier
s__1072,wall_lamp
s__1073,dinning_table
s__1074,chair
s__1075,kitchen_cabinet
s__1076,hanging_kitchen_cabinet
s__1077,kitchen_cabinet
s__1078,kitchen_cabinet
s__1079,dinning_table
s__1080,chair
s__1081,chandelier
s__1082,chandelier
s__1083,chair
s__1084,hanging_kitchen_cabinet
s__1085,hanging_kitchen_cabinet
s__1086,hanging_kitchen_cabinet
s__1087,chandelier
s__1088,kitchen_cabinet
s__1089,sofa
s__1090,rug
s__1091,candel
s__1092,ottoman
s__1093,armchair
s__1094,ottoman
s__1095,shelves
s__1096,dinning_table
s__1097,sofa
s__1098,dinning_table
s__1099,coffee_table
s__1100,coffee_table
s__1101,chair
s__1102,floor_lamps
s__1103,wall_lamp
s__1104,coffee_table
s__1105,closets_wardrobes_cabinets
s__1106,coffee_table
s__1107,coffee_table
s__1108,wall_lamp
s__1109,table_lamp
s__1110,fireplaces
s__1111,dresser
s__1112,sofa
s__1113,armchair
s__1114,chandelier
s__1115,table_lamp
s__1116,floor_lamps
s__1117,chair
s__1118,coffee_table
s__1119,dinning_table
s__1120,dinning_table
s__1121,chair
s__1122,coffee_table
s__1123,chair
s__1124,chair
s__1125,armchair
s__1126,sofa
s__1127,sofa
s__1128,candel
s__1129,fan
s__1130,coffee_table
s__1131,bathtub
s__1132,wash_basins
s__1133,chair
s__1134,shelves
s__1135,coffee_table
s__1136,toilet
s__1137,toys
s__1138,toilet
s__1139,wall_lamp
s__1140,wall_lamp
s__1141,kitchen_appliance
s__1142,kitchen_cabinet
s__1143,kitchen_cabinet
s__1144,kitchen_cabinet
s__1145,kitchen_cabinet
s__1146,kitchen_cabinet
s__1147,kitchen_cabinet
s__1148,kitchen_cabinet
s__1149,chair
s__1150,hanging_kitchen_cabinet
s__1151,hanging_kitchen_cabinet
s__1152,chandelier
s__1153,chandelier
s__1154,chandelier
s__1155,wall_lamp
s__1156,kitchen_cabinet
s__1157,kitchen_cabinet
s__1158,dresser
s__1159,coffee_table
s__1160,wall_lamp
s__1161,dinning_table
s__1162,dresser
s__1163,chair
s__1164,chair
s__1165,mirror
s__1166,armchair
s__1167,coffee_table
s__1168,mirror
s__1169,coffee_table
s__1170,dinning_table
s__1171,sofa
s__1172,armchair
s__1173,chair
s__1174,floor_lamps
s__1175,chair
s__1176,armchair
s__1177,sofa
s__1178,chandelier
s__1179,dinning_table
s__1180,coffee_table
s__1248,bathtub
s__1249,wash_basins
s__1250,toilet
s__1251,toilet
s__1252,closets_wardrobes_cabinets
s__1253,closets_wardrobes_cabinets
s__1254,chair
s__1255,chandelier
s__1256,wall_lamp
s__1257,wall_lamp
s__1268,wall_lamp
s__1269,mirror
s__1270,wash_basins
s__1271,wall_lamp
s__1272,mirror
s__1273,wash_basins
s__1274,wall_lamp
s__1275,mirror
s__1276,windows
s__1277,wash_basins
s__1278,wall_lamp
s__1279,wash_basins
s__1280,wall_lamp
s__1281,dresser
s__1282,wall_lamp
s__1283,wash_basins
s__1284,bathtub
s__1285,shower
s__1286,sofa
s__1287,coffee_table
s__1288,armchair
s__1289,ottoman
s__1290,sofa
s__1291,vases
s__1292,chandelier
s__1293,mirror
s__1294,dresser
s__1295,dinning_table
s__1296,floor_lamps
s__1297,table_lamp
s__1298,coffee_table
s__1299,closets_wardrobes_cabinets
s__1300,shelves
s__1301,vases
s__1302,double_bed
s__1303,armchair
s__1304,desk
s__1305,chair
s__1306,table_lamp
s__1307,stand
s__1308,ottoman
s__1309,fireplaces
s__1310,wall_lamp
s__1311,table_lamp
s__1312,mirror
s__1313,fireplaces
s__1314,chair
s__1315,stand
s__1316,coffee_table
s__1317,coffee_table
s__1318,table_lamp
s__1319,bathtub
s__1320,wash_basins
s__1321,bathroom_stuff
s__1322,shower
s__1323,wash_basins
s__1324,ottoman
s__1325,wall_lamp
s__1326,bathroom_stuff
s__1327,bathroom_stuff
s__1328,mirror
s__1329,wall_lamp
s__1330,sofa
s__1331,ottoman
s__1332,coffee_table
s__1333,chandelier
s__1334,chair
s__1335,plants
s__1336,tv_bench
s__1337,armchair
s__1338,desk
s__1339,mirror
s__1340,armchair
s__1341,table_lamp
s__1342,table_lamp
s__1343,toys
s__1344,toys
s__1345,toys
s__1346,toys
s__1347,toys
s__1348,toys
s__1349,toys
s__1350,toys
s__1351,toys
s__1352,toys
s__1540,toys
s__1541,plants
s__1542,outdoor_lamp
s__1543,plants
s__1544,mirror
s__1545,recreation
s__1546,coffee_table
s__1547,chair
s__1548,kitchen_cabinet
s__1549,clock
s__1550,armchair
s__1551,coffee_table
s__1552,wash_basins
s__1553,bathtub
s__1554,trash_can
s__1555,shower
s__1556,mirror
s__1557,chandelier
s__1558,wall_lamp
s__1559,mirror
s__1560,toys
s__1561,ottoman
s__1562,double_bed
s__1563,pets
s__1631,pets
s__1632,pets
s__1633,pets
s__1634,pets
s__1635,pets
s__1636,pets
s__1637,pets
s__1638,pets
s__1639,outdoor_lamp
s__1640,pets
s__1641,clock
s__1642,clock
s__1643,outdoor_lamp
s__1644,toys
s__1645,household_appliance
s__1646,toys
s__1647,rug
s__1648,household_appliance
s__1649,household_appliance
s__1650,pillow
s__1651,pillow
s__1652,pillow
s__1653,pillow
s__1654,pillow
s__1655,toys
s__1656,toys
s__1657,toys
s__1658,toys
s__1659,toys
s__1660,toys
s__1661,toys
s__1662,toys
s__1663,toys
s__1664,dresser
s__1665,armchair
s__1666,armchair
s__1667,dinning_table
s__1668,armchair
s__1669,coffee_table
s__1670,fireplaces
s__1671,dresser
s__1672,sofa
s__1673,ottoman
s__1674,sofa
s__1675,floor_lamps
s__1676,chandelier
s__1677,table_lamp
s__1678,table_lamp
s__1679,chair
s__1680,toilet
s__1681,toilet
s__1682,toilet
s__1683,stand
s__1684,toilet
s__1685,wash_basins
s__1686,wash_basins
s__1687,mirror
s__1688,mirror
s__1689,wash_basins
s__1690,wash_basins
s__1691,wash_basins
s__1692,wash_basins
s__1693,bathtub
s__1694,bathtub
s__1695,bathtub
s__1696,bathtub
s__1697,bathtub
s__1698,table_lamp
s__1699,chandelier
s__1700,armchair
s__1701,chair
s__1702,dinning_table
s__1703,chandelier
s__1704,double_bed
s__1705,chair
s__1706,closets_wardrobes_cabinets
s__1707,chandelier
s__1708,chandelier
s__1709,floor_lamps
s__1710,chair
s__1711,chair
s__1712,chair
s__1713,dresser
s__1714,double_bed
s__1715,chair
s__1716,dinning_table
s__1717,chair
s__1718,dinning_table
s__1719,floor_lamps
s__1720,coffee_table
s__1721,table_lamp
s__1722,car
s__1723,car
s__1724,car
s__1725,car
s__1726,closets_wardrobes_cabinets
s__1728,stand
s__1732,dresser
s__1735,closets_wardrobes_cabinets
s__1736,stand
s__1737,closets_wardrobes_cabinets
s__1738,dresser
s__1742,recreation
s__1743,closets_wardrobes_cabinets
s__1745,closets_wardrobes_cabinets
s__1746,office_chairs
s__1747,office_chairs
s__1748,chair
s__1749,missing
s__1751,sofa
s__1752,car
s__1753,car
s__1760,sofa
s__1761,chair
s__1762,door
s__1763,door
s__1764,door
s__1765,door
s__1766,door
s__1767,door
s__1768,door
s__1769,door
s__1770,door
s__1771,door
s__1772,door
s__1773,door
s__1774,double_bed
s__1775,double_bed
s__1776,double_bed
s__1777,double_bed
s__1778,closets_wardrobes_cabinets
s__1779,people
s__1780,people
s__1781,people
s__1782,people
s__1783,people
s__1784,people
s__1785,people
s__1786,people
s__1787,people
s__1788,people
s__1789,stand
s__1790,closets_wardrobes_cabinets
s__1791,double_bed
s__1792,double_bed
s__1793,vases
s__1794,vases
s__1795,vases
s__1796,vases
s__1797,vases
s__1798,vases
s__1799,vases
s__1800,vases
s__1801,vases
s__1802,vases
s__1803,vases
s__1804,vases
s__1805,vases
s__1806,vases
s__1807,vases
s__1808,vases
s__1809,vases
s__1810,vases
s__1811,vases
s__1812,vases
s__1813,toys
s__1814,household_appliance
s__1815,household_appliance
s__1816,household_appliance
s__1817,tripole
s__1818,idk
s__1819,household_appliance
s__1820,household_appliance
s__1821,household_appliance
s__1822,household_appliance
s__1823,shoes
s__1824,kitchenware
s__1825,kitchenware
s__1826,kitchenware
s__1827,kitchenware
s__1828,kitchenware
s__1829,kitchenware
s__1830,kitchenware
s__1831,kitchenware
s__1832,kitchenware
s__1833,kitchenware
s__1834,kitchenware
s__1835,kitchenware
s__1836,kitchenware
s__1837,coffee_table
s__1838,table_lamp
s__1839,chandelier
s__1840,table_lamp
s__1841,chandelier
s__1842,double_bed
s__1843,double_bed
s__1844,kitchenware
s__1845,figurines
s__1846,figurines
s__1847,figurines
s__1848,figurines
s__1849,kitchenware
s__1850,kitchenware
s__1851,kitchenware
s__1852,figurines
s__1853,figurines
s__1854,armchair
s__1855,figurines
s__1856,figurines
s__1857,figurines
s__1858,toys
s__1859,toys
s__1860,candel
s__1861,candel
s__1862,candel
s__1863,stand
s__1864,candel
s__1865,figurines
s__1866,figurines
s__1867,toys
s__1868,toys
s__1869,toys
s__1870,toys
s__1871,dinning_table
s__1872,coffee_table
s__1873,bench_chair
s__1874,dinning_table
s__1875,mirror
s__1876,armchair
s__1877,chair
s__1878,floor_lamps
s__1879,sofa
s__1880,table_lamp
s__1881,chandelier
s__1882,sofa
s__1883,chandelier
s__1884,dresser
s__1885,armchair
s__1886,chair
s__1887,ottoman
s__1888,coffee_table
s__1889,tv_bench
s__1890,hangers
s__1891,hangers
s__1892,coffee_table
s__1893,dinning_table
s__1894,coffee_table
s__1895,curtain
s__1896,curtain
s__1897,curtain
s__1898,curtain
s__1899,curtain
s__1900,curtain
s__1901,curtain
s__1902,curtain
s__1903,curtain
s__1904,car
s__1905,chair
s__1906,chair
s__1907,chair
s__1908,bench_chair
s__1909,chair
s__1910,fireplaces
s__1911,outdoor_spring
s__1912,chair
s__1913,outdoor_lamp
s__1914,chandelier
s__1915,bench_chair
s__1916,coffee_table
s__1917,outdoor_lamp
s__1918,chair
s__1919,coffee_table
s__1920,bench_chair
s__1921,chandelier
s__1922,partitions
s__1923,idk
s__1924,shelves
s__1925,stand
s__1926,bench_chair
s__1927,chair
s__1928,dinning_table
s__1929,dinning_table
s__1930,hangers
s__1931,chair
s__1932,chair
s__1933,candel
s__1934,kitchen_cabinet
s__1935,chandelier
s__1936,household_appliance
s__1937,mirror
s__1938,ottoman
s__1939,bathtub
s__1940,desk
s__1941,stand
s__1942,wash_basins
s__1943,wash_basins
s__1944,wall_lamp
s__1945,wall_lamp
s__1946,wash_basins
s__1947,shower
s__1948,idk
s__1949,cloth
s__1950,idk
s__1951,dresser
s__1952,coffee_table
s__1953,dresser
s__1954,recreation
s__1955,recreation
s__1956,household_appliance
s__1957,people
s__1958,people
s__1959,people
s__1960,people
s__1961,people
s__1962,people
s__1963,toys
s__1964,toys
s__1965,household_appliance
s__1966,kitchen_appliance
s__1967,kitchen_appliance
s__1968,kitchen_appliance
s__1969,kitchen_appliance
s__1970,kitchen_appliance
s__1971,kitchen_appliance
s__1972,kitchen_appliance
s__1973,kitchen_appliance
s__1974,fireplaces
s__1975,coffee_table
s__1976,double_bed
s__1977,chandelier
s__1978,mirror
s__1979,ottoman
s__1980,coffee_table
s__1981,coffee_table
s__1982,coffee_table
s__1983,table_lamp
s__1984,tv_bench
s__1985,armchair
s__1986,tv_bench
s__1987,dinning_table
s__1988,coffee_table
s__1989,coffee_table
s__1990,chair
s__1991,armchair
s__1992,coffee_table
s__1993,sofa
s__1994,candel
s__1995,chandelier
s__1996,single_bed
s__1997,stand
s__1998,ottoman
s__1999,ottoman
s__2000,ottoman
s__2001,single_bed
s__2002,double_bed
s__2003,chair
s__2004,chair
s__2005,desk
s__2006,ottoman
s__2007,mirror
s__2008,table_lamp
s__2009,table_lamp
s__2010,windows
s__2011,windows
s__2012,windows
s__2013,windows
s__2014,windows
s__2015,windows
s__2016,windows
s__2017,windows
s__2019,windows
s__2020,stand
s__2021,dresser
s__2022,closets_wardrobes_cabinets
s__2023,coffee_table
s__2024,wall_lamp
s__2025,mirror
s__2026,candel
s__2027,coffee_table
s__2028,table_lamp
s__2029,paintings
s__2030,chair
s__2031,music
s__2032,music
s__2033,music
s__2034,music
s__2035,music
s__2036,music
s__2037,music
s__2040,kitchen_cabinet
s__2041,curtain
s__2042,dresser
s__2043,closets_wardrobes_cabinets
s__2044,closets_wardrobes_cabinets
s__2045,dressing_table
s__2046,dinning_table
s__2047,stand
s__2048,double_bed
s__2049,chair
s__2050,hangers
s__2051,stand
s__2052,closets_wardrobes_cabinets
s__2053,dresser
s__2054,closets_wardrobes_cabinets
s__2055,double_bed
s__2056,closets_wardrobes_cabinets
s__2057,closets_wardrobes_cabinets
s__2058,dresser
s__2059,armchair
s__2060,sofa
s__2061,armchair
s__2062,armchair
s__2083,toys
s__2084,toys
s__2085,toys
s__2086,toys
s__2087,toys
s__2088,toys
s__2156,sofa
s__2157,sofa
s__2158,sofa
s__2159,sofa
s__2160,sofa
s__2161,sofa
s__2162,sofa
s__2163,sofa
s__2164,sofa
s__2165,sofa
s__2166,sofa
s__2167,armchair
s__2168,armchair
s__2169,armchair
s__2170,armchair
s__2171,sofa
s__2172,armchair
s__2173,sofa
s__2174,armchair
s__2175,armchair
s__2176,sofa
s__2177,armchair
s__2178,armchair
s__2179,armchair
s__2180,armchair
s__2181,ottoman
s__2182,ottoman
s__2183,armchair
s__2184,ottoman
s__2185,armchair
s__2186,ottoman
s__2187,chair
s__2188,chair
s__2189,chair
s__2190,armchair
s__2191,armchair
s__2192,chair
s__2193,chair
s__2194,armchair
s__2195,armchair
s__2196,armchair
s__2197,chair
s__2235,chair
s__2236,ottoman
s__2237,bench_chair
s__2254,toys
s__2255,chair
s__2256,chair
s__2257,chair
s__2258,bench_chair
s__2259,chair
s__2260,bench_chair
s__2261,chair
s__2262,chair
s__2263,chair
s__2264,chair
s__2265,chair
s__2266,chair
s__2267,chair
s__2268,sofa
s__2269,chair
s__2270,chair
s__2271,chair
s__2272,chair
s__2273,fireplaces
s__2274,fireplaces
s__2275,fireplaces
s__2276,fireplaces
s__2277,fireplaces
s__2278,fireplaces
s__2279,fireplaces
s__2280,fireplaces
s__2281,fireplaces
s__2282,fireplaces
s__2283,fireplaces
s__2284,fireplaces
s__2285,fireplaces
s__2286,fireplaces
s__2287,coffee_table
s__2288,coffee_table
s__2289,coffee_table
s__2290,bar
s__2291,bar
s__2292,coffee_table
s__2293,coffee_table
s__2294,coffee_table
s__2295,coffee_table
s__2296,coffee_table
s__2297,coffee_table
s__2298,coffee_table
s__2299,coffee_table
s__2300,coffee_table
s__2301,coffee_table
s__2302,shelves
s__2303,shelves
s__2304,stand
s__2305,shelves
s__2306,household_appliance
s__2307,bathroom_stuff
s__2308,bathroom_stuff
s__2309,bathroom_stuff
s__2310,bathroom_stuff
s__2311,bathroom_stuff
s__2312,bathroom_stuff
s__2313,bathroom_stuff
s__2314,household_appliance
s__2315,toys
s__2316,idk
s__2317,toys
s__2318,toys
s__2319,toys
s__2320,toys
s__2321,toys
s__2322,bench_chair
s__2323,bench_chair
s__2324,bench_chair
s__2325,bench_chair
s__2326,bench_chair
s__2327,bench_chair
s__2328,bench_chair
s__2329,bench_chair
s__2330,bench_chair
s__2331,bench_chair
s__2332,bench_chair
s__2333,bench_chair
s__2334,toys
s__2335,household_appliance
s__2336,household_appliance
s__2337,safe
s__2338,mailbox
s__2339,kitchen_cabinet
s__2340,chair
s__2341,chair
s__2342,partitions
s__2343,partitions
s__2344,dresser
s__2345,safe
s__2346,chair
s__2347,double_bed
s__2348,outdoor_spring
s__2349,outdoor_spring
s__2350,coffee_table
s__2357,clock
s__2358,fences_gate
s__2359,outdoor_rest
s__2360,bar
s__2361,bar
s__2362,fences_gate
s__2363,toys
s__2364,clock
s__2365,clock
s__2366,clock
s__2367,clock
s__2368,chandelier
s__2369,chandelier
s__2370,chandelier
s__2371,chandelier
s__2372,chandelier
s__2373,table_lamp
